Participant_ID,Speech_Rate,Pitch_Variability,Label
1,98.90008354727667,45.01046092567141,1.0
2,111.56299836158598,51.95051040430753,1.0
3,163.07054849698955,22.385204136115608,0.0
4,107.74596493519147,32.045196819708394,1.0
5,147.57480918470685,17.09159543025678,0.0
6,109.6228612001359,28.388504070382204,0.0
7,115.7732308670924,35.188496229448475,1.0
8,139.68647609053778,22.682549217852017,0.0
9,122.03183161116728,23.36590675634979,0.0
10,113.40403412588738,36.467930119855495,1.0
11,127.76284572551843,21.405957119846878,0.0
12,125.15592769612128,17.763390521706246,0.0
13,119.02148639271289,15.909005582888465,0.0
14,150.88649935848036,16.24104474952408,0.0
15,139.50870094676003,9.390725504957027,0.0
16,126.38186342677447,21.203818352110694,1.0
17,128.48978655667926,18.95338161424067,0.0
18,147.07202535703993,12.808610108413166,0.0
19,120.27650899598089,29.64036554885952,1.0
20,130.22599478591275,32.898546688271594,0.0
21,144.60949281314913,18.548627279056742,0.0
22,146.07472566441433,12.220521768981865,0.0
23,152.98632791255181,14.926216346535666,0.0
24,157.38994705046372,17.62548171688738,0.0
25,153.0440888015849,16.770179104377323,0.0
26,139.47932345442135,32.01707792619138,0.0
27,159.60714131423643,26.878534066558096,0.0
28,99.83324233448585,42.08214423256557,1.0
29,122.77254185542311,44.528745472029385,1.0
30,141.59645341537845,19.88565968850559,0.0
31,147.71658251088124,18.745834917724764,0.0
32,137.82589910172126,26.94129933503811,1.0
33,126.20863648649295,18.779216823546758,0.0
34,105.36190120534,28.459243168725763,1.0
35,144.86249528732662,16.952438989203586,0.0
36,127.09379952074072,22.568000532848583,0.0
37,156.24576864762915,20.611487515161418,0.0
38,143.48074906036453,12.575510157750482,0.0
39,110.5954941331835,36.23204806784486,1.0
40,141.22811209079484,30.72574563886694,0.0
41,111.36543260643339,51.39964529371393,1.0
42,144.1995293947973,24.415548885735795,0.0
43,134.37768788675604,21.005798279364196,0.0
44,124.4713651637094,21.90579192441389,0.0
45,153.49399813149876,24.595382414938843,0.0
46,122.05690063878994,11.301431106109503,0.0
47,140.7278244191724,20.442034431459238,0.0
48,132.93442541572517,24.747770677206617,0.0
49,132.69311924352957,17.733859753363625,0.0
50,127.66669406650352,20.802869905249324,0.0
51,142.57052421784957,17.7055786856553,0.0
52,153.7310317655311,25.15141727015921,0.0
53,120.4329574924272,21.998439758763208,0.0
54,115.90330519613642,28.634819256167027,0.0
55,145.19672314245463,9.233049431981426,0.0
56,147.7006098860405,37.80161158819607,1.0
57,119.2580443552135,33.71462488561069,1.0
58,149.3427489852125,16.216024557152696,0.0
59,131.3627263903298,22.223013341100703,0.0
60,136.2655377728139,18.175236352285573,0.0
61,123.05439718013574,28.86125798334872,0.0
62,146.32191272976547,53.99881934895215,1.0
63,146.2015235483555,17.58628238908984,0.0
64,154.45064193866483,25.112852160048202,0.0
65,142.76950787798455,20.627882267357712,0.0
66,150.71000741138138,24.70385593994108,0.0
67,115.80926193215522,22.068995487257492,0.0
68,121.68734525043467,27.869933816450164,0.0
69,145.6595073956728,16.35998529385433,0.0
70,120.42477564195691,45.76007138598598,1.0
71,141.11142170629662,21.412899752441497,0.0
72,134.23166683655262,17.336495801690443,0.0
73,129.1184476457481,27.12216248091761,1.0
74,124.18532288655508,29.57326200265978,1.0
75,134.22376579375526,21.979017667187044,0.0
76,157.6894577609574,27.64234213206266,0.0
77,137.11458552828316,20.752094525717883,0.0
78,141.46514147823248,17.783588744042447,0.0
79,101.22690863714334,25.94267699137381,1.0
80,156.8295020986634,26.338251517854992,1.0
81,117.27213406702171,19.32991416663541,0.0
82,149.4251826389642,22.999643649981024,0.0
83,154.6331769068354,18.14692833956947,0.0
84,165.14655968412924,13.728552884153753,0.0
85,132.29199623994958,26.19141535716818,0.0
86,98.53837346822928,46.337700968670646,1.0
87,145.11727962224967,19.687034360502388,0.0
88,147.46997436868173,28.558542400711715,0.0
89,152.33817368154783,17.58406768850313,0.0
90,148.15040288569904,22.91048851734308,0.0
91,126.09604292632875,22.79163456260861,0.0
92,119.75365655890872,18.165618077790498,1.0
93,138.919848176295,13.526592621395471,0.0
94,155.09439213821662,14.15041582144856,0.0
95,161.98473153382332,22.6141774401775,0.0
